VoterID,BirthYear,LAST4SSN,DriverLicCard,FirstName,LastName,Gender,ResStreetAddress,ResCityDesc,ResState,ResZip5,ResCountyDesc,PartyDesc,Potential Fraud
Voter-ID-1582,B-Year-46,SSN-186,DL-2972,FN-1346,LN-345,Gender-3,Address-746,City-56,State-1,Zip-47,County-31,Party-4,1
Voter-ID-3854,B-Year-85,SSN-2417,DL-1299,FN-873,LN-1540,Gender-2,Address-3802,City-99,State-1,Zip-52,County-34,Party-3,0
Voter-ID-1567,B-Year-4,SSN-322,DL-1394,FN-1699,LN-79,Gender-1,Address-3049,City-193,State-1,Zip-133,County-34,Party-3,0
Voter-ID-449,B-Year-63,SSN-3119,DL-2261,FN-1724,LN-647,Gender-3,Address-2745,City-91,State-1,Zip-17,County-34,Party-2,1
Voter-ID-4052,B-Year-33,SSN-1313,DL-3486,FN-1156,LN-2636,Gender-2,Address-2865,City-224,State-1,Zip-165,County-25,Party-5,0
Voter-ID-999,B-Year-50,SSN-2085,DL-2009,FN-622,LN-912,Gender-3,Address-222,City-165,State-1,Zip-52,County-21,Party-4,0
Voter-ID-202,B-Year-80,SSN-3446,DL-4062,FN-872,LN-138,Gender-2,Address-1448,City-193,State-1,Zip-84,County-34,Party-3,0
Voter-ID-3246,B-Year-80,SSN-1648,DL-840,FN-586,LN-1585,Gender-2,Address-1329,City-212,State-1,Zip-24,County-34,Party-2,1
Voter-ID-4103,B-Year-59,SSN-1193,DL-3288,FN-1752,LN-1981,Gender-3,Address-3625,City-133,State-1,Zip-115,County-34,Party-3,0
Voter-ID-1473,B-Year-56,SSN-2958,DL-2036,FN-752,LN-2086,Gender-1,Address-3503,City-229,State-1,Zip-17,County-23,Party-4,0
Voter-ID-763,B-Year-56,SSN-1698,DL-209,FN-98,LN-1724,Gender-3,Address-2163,City-56,State-1,Zip-102,County-23,Party-4,0
Voter-ID-4206,B-Year-22,SSN-175,DL-4051,FN-1716,LN-924,Gender-3,Address-723,City-200,State-1,Zip-107,County-32,Party-4,0
Voter-ID-4006,B-Year-54,SSN-3428,DL-4259,FN-233,LN-3299,Gender-2,Address-4137,City-153,State-1,Zip-44,County-25,Party-3,0
Voter-ID-322,B-Year-83,SSN-1951,DL-4093,FN-1387,LN-784,Gender-2,Address-1876,City-56,State-1,Zip-149,County-39,Party-4,0
Voter-ID-77,B-Year-31,SSN-2510,DL-3779,FN-1407,LN-2901,Gender-2,Address-2065,City-56,State-1,Zip-102,County-34,Party-5,0
Voter-ID-1331,B-Year-12,SSN-2937,DL-4018,FN-1558,LN-1801,Gender-3,Address-3894,City-193,State-1,Zip-156,County-43,Party-4,0
Voter-ID-2974,B-Year-34,SSN-1471,DL-2947,FN-1289,LN-2253,Gender-3,Address-796,City-56,State-1,Zip-5,County-35,Party-4,0
Voter-ID-2335,B-Year-85,SSN-1158,DL-3864,FN-1406,LN-3006,Gender-3,Address-2634,City-165,State-1,Zip-51,County-43,Party-3,0
Voter-ID-2273,B-Year-73,SSN-1721,DL-1800,FN-726,LN-98,Gender-3,Address-441,City-111,State-1,Zip-115,County-4,Party-3,0
Voter-ID-1683,B-Year-39,SSN-3213,DL-3811,FN-1156,LN-2725,Gender-2,Address-345,City-111,State-1,Zip-128,County-23,Party-4,0
Voter-ID-3616,B-Year-61,SSN-1223,DL-2101,FN-211,LN-1480,Gender-2,Address-2676,City-120,State-1,Zip-181,County-26,Party-4,0
Voter-ID-1789,B-Year-42,SSN-2274,DL-4083,FN-103,LN-254,Gender-2,Address-52,City-91,State-1,Zip-75,County-15,Party-4,0
Voter-ID-2434,B-Year-80,SSN-1879,DL-3748,FN-129,LN-2343,Gender-2,Address-1383,City-39,State-1,Zip-66,County-4,Party-4,0
Voter-ID-371,B-Year-17,SSN-155,DL-2317,FN-756,LN-2125,Gender-2,Address-3591,City-193,State-1,Zip-175,County-19,Party-4,0
Voter-ID-298,B-Year-15,SSN-2149,DL-2598,FN-1292,LN-2382,Gender-2,Address-1314,City-153,State-1,Zip-122,County-34,Party-4,0
Voter-ID-336,B-Year-50,SSN-3438,DL-2888,FN-732,LN-2371,Gender-2,Address-2980,City-202,State-1,Zip-18,County-33,Party-4,0
Voter-ID-3860,B-Year-46,SSN-50,DL-371,FN-894,LN-2354,Gender-3,Address-1578,City-56,State-1,Zip-61,County-23,Party-3,0
Voter-ID-2733,B-Year-40,SSN-1475,DL-1269,FN-1751,LN-1853,Gender-3,Address-1286,City-206,State-1,Zip-206,County-38,Party-5,0
Voter-ID-1964,B-Year-51,SSN-2716,DL-3368,FN-1402,LN-3371,Gender-3,Address-1948,City-133,State-1,Zip-205,County-34,Party-3,0
Voter-ID-2098,B-Year-20,SSN-1902,DL-3941,FN-875,LN-2038,Gender-3,Address-1084,City-185,State-1,Zip-127,County-4,Party-5,0
Voter-ID-2144,B-Year-17,SSN-2900,DL-1042,FN-1544,LN-1655,Gender-2,Address-3586,City-153,State-1,Zip-49,County-34,Party-4,0
Voter-ID-140,B-Year-74,SSN-840,DL-3384,FN-351,LN-2773,Gender-3,Address-1842,City-91,State-1,Zip-165,County-39,Party-4,0
Voter-ID-2607,B-Year-23,SSN-784,DL-3869,FN-1656,LN-811,Gender-2,Address-1601,City-56,State-1,Zip-163,County-10,Party-4,0
Voter-ID-3085,B-Year-29,SSN-725,DL-1563,FN-1152,LN-2344,Gender-2,Address-3263,City-193,State-1,Zip-103,County-4,Party-1,0
Voter-ID-3774,B-Year-65,SSN-2201,DL-1591,FN-1082,LN-851,Gender-2,Address-1516,City-91,State-1,Zip-45,County-29,Party-4,0
Voter-ID-4168,B-Year-49,SSN-2553,DL-1398,FN-1398,LN-2793,Gender-2,Address-3643,City-33,State-1,Zip-186,County-34,Party-5,0
Voter-ID-4282,B-Year-70,SSN-2554,DL-3769,FN-1688,LN-2858,Gender-2,Address-607,City-153,State-1,Zip-149,County-34,Party-2,0
Voter-ID-1105,B-Year-36,SSN-1123,DL-703,FN-1384,LN-1284,Gender-3,Address-1365,City-229,State-1,Zip-44,County-13,Party-4,0
Voter-ID-731,B-Year-43,SSN-2282,DL-1879,FN-315,LN-933,Gender-3,Address-2598,City-130,State-1,Zip-102,County-8,Party-4,0
Voter-ID-1902,B-Year-33,SSN-2051,DL-2003,FN-369,LN-445,Gender-2,Address-554,City-19,State-1,Zip-102,County-21,Party-3,0
Voter-ID-2530,B-Year-42,SSN-1316,DL-3841,FN-664,LN-3311,Gender-2,Address-882,City-81,State-1,Zip-21,County-43,Party-4,0
Voter-ID-658,B-Year-57,SSN-2299,DL-2169,FN-1685,LN-558,Gender-2,Address-4091,City-91,State-1,Zip-47,County-8,Party-4,0
Voter-ID-11,B-Year-55,SSN-176,DL-554,FN-1470,LN-2946,Gender-2,Address-2423,City-193,State-1,Zip-24,County-7,Party-4,0
Voter-ID-920,B-Year-57,SSN-3360,DL-3995,FN-1347,LN-2816,Gender-2,Address-988,City-88,State-1,Zip-47,County-42,Party-3,0
Voter-ID-3798,B-Year-43,SSN-1460,DL-3018,FN-1206,LN-2695,Gender-3,Address-3867,City-101,State-1,Zip-52,County-20,Party-5,0
Voter-ID-3725,B-Year-47,SSN-568,DL-3371,FN-1315,LN-2132,Gender-3,Address-1336,City-137,State-1,Zip-159,County-34,Party-4,0
Voter-ID-2615,B-Year-69,SSN-3442,DL-1947,FN-894,LN-1121,Gender-3,Address-150,City-56,State-1,Zip-59,County-34,Party-4,0
Voter-ID-788,B-Year-21,SSN-1363,DL-794,FN-1601,LN-3427,Gender-2,Address-3875,City-56,State-1,Zip-7,County-22,Party-3,0
Voter-ID-3405,B-Year-31,SSN-2015,DL-1044,FN-1260,LN-1281,Gender-3,Address-3174,City-90,State-1,Zip-11,County-8,Party-5,0
Voter-ID-2832,B-Year-83,SSN-1051,DL-1657,FN-348,LN-1284,Gender-3,Address-973,City-190,State-1,Zip-163,County-34,Party-4,0
Voter-ID-2158,B-Year-47,SSN-1457,DL-1868,FN-21,LN-1764,Gender-3,Address-2485,City-146,State-1,Zip-199,County-20,Party-4,0
Voter-ID-1622,B-Year-4,SSN-1254,DL-2743,FN-1767,LN-1540,Gender-2,Address-2525,City-56,State-1,Zip-45,County-8,Party-4,0
Voter-ID-2093,B-Year-79,SSN-234,DL-41,FN-1232,LN-917,Gender-3,Address-2788,City-153,State-1,Zip-149,County-8,Party-5,1
Voter-ID-414,B-Year-33,SSN-3103,DL-3387,FN-642,LN-2149,Gender-2,Address-3062,City-229,State-1,Zip-55,County-23,Party-3,0
Voter-ID-1060,B-Year-45,SSN-2321,DL-4058,FN-200,LN-2051,Gender-1,Address-1911,City-202,State-1,Zip-165,County-13,Party-3,1
Voter-ID-4057,B-Year-38,SSN-437,DL-722,FN-243,LN-666,Gender-2,Address-1835,City-68,State-1,Zip-123,County-34,Party-4,0
Voter-ID-2963,B-Year-3,SSN-3410,DL-2692,FN-1342,LN-3169,Gender-2,Address-2098,City-123,State-1,Zip-159,County-7,Party-4,0
Voter-ID-497,B-Year-17,SSN-95,DL-3491,FN-132,LN-397,Gender-2,Address-1623,City-193,State-1,Zip-169,County-34,Party-4,0
Voter-ID-1528,B-Year-70,SSN-565,DL-491,FN-1078,LN-1018,Gender-2,Address-678,City-88,State-1,Zip-195,County-34,Party-3,0
Voter-ID-3226,B-Year-55,SSN-2011,DL-787,FN-301,LN-947,Gender-2,Address-29,City-144,State-1,Zip-27,County-18,Party-3,0
Voter-ID-1618,B-Year-12,SSN-2247,DL-2068,FN-170,LN-3179,Gender-2,Address-1913,City-193,State-1,Zip-211,County-4,Party-4,0
Voter-ID-399,B-Year-36,SSN-877,DL-1381,FN-36,LN-2589,Gender-3,Address-970,City-146,State-1,Zip-62,County-8,Party-4,1
Voter-ID-308,B-Year-50,SSN-1673,DL-3177,FN-894,LN-2214,Gender-3,Address-1323,City-16,State-1,Zip-116,County-11,Party-4,0
Voter-ID-1783,B-Year-24,SSN-936,DL-3585,FN-227,LN-2416,Gender-2,Address-2921,City-56,State-1,Zip-41,County-4,Party-4,0
Voter-ID-3083,B-Year-21,SSN-2960,DL-2858,FN-1006,LN-2168,Gender-2,Address-677,City-111,State-1,Zip-167,County-34,Party-4,0
Voter-ID-3142,B-Year-84,SSN-541,DL-343,FN-760,LN-2143,Gender-3,Address-1662,City-229,State-1,Zip-192,County-8,Party-4,0
Voter-ID-834,B-Year-29,SSN-636,DL-3000,FN-1270,LN-2656,Gender-2,Address-1,City-196,State-1,Zip-200,County-22,Party-3,0
Voter-ID-2149,B-Year-12,SSN-285,DL-71,FN-289,LN-3048,Gender-3,Address-1492,City-56,State-1,Zip-116,County-37,Party-5,0
Voter-ID-965,B-Year-66,SSN-2625,DL-1912,FN-633,LN-2521,Gender-3,Address-3219,City-214,State-1,Zip-59,County-27,Party-3,1
Voter-ID-2797,B-Year-67,SSN-172,DL-2681,FN-1100,LN-3148,Gender-2,Address-1800,City-165,State-1,Zip-199,County-34,Party-5,0
Voter-ID-3047,B-Year-51,SSN-2763,DL-2535,FN-421,LN-963,Gender-2,Address-2045,City-111,State-1,Zip-89,County-23,Party-4,0
Voter-ID-2123,B-Year-40,SSN-467,DL-4013,FN-250,LN-2029,Gender-2,Address-4116,City-91,State-1,Zip-24,County-4,Party-3,0
Voter-ID-1529,B-Year-34,SSN-2409,DL-2079,FN-832,LN-693,Gender-3,Address-1729,City-91,State-1,Zip-124,County-17,Party-3,0
Voter-ID-3848,B-Year-73,SSN-1907,DL-4094,FN-235,LN-1275,Gender-3,Address-1477,City-175,State-1,Zip-81,County-37,Party-4,0
Voter-ID-2663,B-Year-71,SSN-498,DL-91,FN-311,LN-1393,Gender-2,Address-625,City-196,State-1,Zip-165,County-23,Party-4,0
Voter-ID-2031,B-Year-53,SSN-379,DL-3647,FN-729,LN-1940,Gender-2,Address-3891,City-125,State-1,Zip-159,County-34,Party-4,0
Voter-ID-1300,B-Year-4,SSN-2772,DL-2511,FN-1206,LN-1853,Gender-3,Address-45,City-41,State-1,Zip-67,County-22,Party-5,0
Voter-ID-1815,B-Year-50,SSN-722,DL-2475,FN-373,LN-3397,Gender-3,Address-871,City-43,State-1,Zip-44,County-34,Party-3,0
Voter-ID-3125,B-Year-85,SSN-149,DL-2464,FN-1306,LN-2899,Gender-3,Address-1775,City-120,State-1,Zip-66,County-34,Party-3,0
Voter-ID-2376,B-Year-56,SSN-474,DL-3968,FN-771,LN-2878,Gender-3,Address-3336,City-168,State-1,Zip-93,County-34,Party-5,0
Voter-ID-2102,B-Year-81,SSN-784,DL-672,FN-1558,LN-111,Gender-3,Address-2873,City-60,State-1,Zip-188,County-13,Party-4,0
Voter-ID-2802,B-Year-66,SSN-120,DL-23,FN-1585,LN-177,Gender-3,Address-413,City-56,State-1,Zip-25,County-22,Party-4,0
Voter-ID-2082,B-Year-14,SSN-429,DL-3381,FN-477,LN-1477,Gender-3,Address-1969,City-56,State-1,Zip-154,County-34,Party-3,0
Voter-ID-2220,B-Year-65,SSN-793,DL-2624,FN-753,LN-2620,Gender-3,Address-3352,City-1,State-1,Zip-102,County-43,Party-4,1
Voter-ID-3347,B-Year-4,SSN-3113,DL-579,FN-1091,LN-992,Gender-2,Address-2912,City-157,State-1,Zip-25,County-34,Party-4,0
Voter-ID-3529,B-Year-80,SSN-100,DL-2799,FN-235,LN-2224,Gender-3,Address-2572,City-171,State-1,Zip-102,County-40,Party-4,0
Voter-ID-3235,B-Year-77,SSN-2117,DL-315,FN-521,LN-438,Gender-3,Address-246,City-111,State-1,Zip-127,County-29,Party-5,0
Voter-ID-4267,B-Year-71,SSN-2357,DL-2830,FN-1333,LN-516,Gender-2,Address-3999,City-129,State-1,Zip-102,County-34,Party-4,0
Voter-ID-2992,B-Year-67,SSN-1030,DL-564,FN-503,LN-1162,Gender-2,Address-3392,City-56,State-1,Zip-16,County-22,Party-4,0
Voter-ID-2868,B-Year-49,SSN-641,DL-1802,FN-1329,LN-1486,Gender-2,Address-2314,City-91,State-1,Zip-66,County-12,Party-4,0
Voter-ID-2436,B-Year-29,SSN-1755,DL-1035,FN-500,LN-907,Gender-3,Address-3887,City-118,State-1,Zip-81,County-20,Party-3,0
Voter-ID-39,B-Year-71,SSN-1357,DL-863,FN-54,LN-3105,Gender-3,Address-2777,City-97,State-1,Zip-116,County-34,Party-4,0
Voter-ID-1382,B-Year-59,SSN-376,DL-1985,FN-1151,LN-3313,Gender-2,Address-3515,City-111,State-1,Zip-116,County-8,Party-4,0
Voter-ID-1823,B-Year-12,SSN-1656,DL-272,FN-555,LN-3247,Gender-2,Address-876,City-55,State-1,Zip-83,County-4,Party-3,0
Voter-ID-2566,B-Year-18,SSN-3439,DL-2925,FN-569,LN-804,Gender-2,Address-924,City-193,State-1,Zip-66,County-22,Party-4,0
Voter-ID-3238,B-Year-57,SSN-1263,DL-1773,FN-1201,LN-2958,Gender-2,Address-1353,City-193,State-1,Zip-121,County-23,Party-4,0
Voter-ID-1411,B-Year-63,SSN-2297,DL-2297,FN-1326,LN-3218,Gender-3,Address-1290,City-173,State-1,Zip-116,County-34,Party-4,0
Voter-ID-438,B-Year-52,SSN-815,DL-2231,FN-938,LN-663,Gender-3,Address-2080,City-56,State-1,Zip-116,County-23,Party-4,0
Voter-ID-3954,B-Year-29,SSN-2564,DL-401,FN-434,LN-2879,Gender-2,Address-1131,City-39,State-1,Zip-177,County-10,Party-3,0
Voter-ID-1202,B-Year-61,SSN-1339,DL-3308,FN-423,LN-554,Gender-3,Address-2142,City-133,State-1,Zip-77,County-34,Party-3,0
Voter-ID-1374,B-Year-85,SSN-166,DL-3297,FN-588,LN-1641,Gender-3,Address-2226,City-39,State-1,Zip-115,County-37,Party-4,0
Voter-ID-3653,B-Year-72,SSN-1331,DL-354,FN-1466,LN-1955,Gender-3,Address-1391,City-123,State-1,Zip-143,County-34,Party-4,0
Voter-ID-933,B-Year-15,SSN-3414,DL-3172,FN-90,LN-1004,Gender-3,Address-3732,City-144,State-1,Zip-44,County-8,Party-3,0
Voter-ID-4080,B-Year-6,SSN-585,DL-1098,FN-149,LN-1666,Gender-2,Address-616,City-193,State-1,Zip-159,County-34,Party-4,0
Voter-ID-944,B-Year-56,SSN-1681,DL-3164,FN-667,LN-3247,Gender-2,Address-137,City-153,State-1,Zip-172,County-23,Party-4,0
Voter-ID-3820,B-Year-43,SSN-2979,DL-602,FN-1468,LN-1779,Gender-3,Address-3393,City-88,State-1,Zip-62,County-34,Party-4,0
Voter-ID-290,B-Year-75,SSN-2366,DL-2728,FN-256,LN-989,Gender-2,Address-251,City-118,State-1,Zip-172,County-7,Party-3,0
Voter-ID-2647,B-Year-17,SSN-2843,DL-2004,FN-310,LN-1377,Gender-3,Address-807,City-111,State-1,Zip-113,County-43,Party-4,0
Voter-ID-1931,B-Year-6,SSN-1249,DL-409,FN-255,LN-194,Gender-2,Address-263,City-153,State-1,Zip-102,County-39,Party-3,0
Voter-ID-1078,B-Year-40,SSN-1109,DL-263,FN-569,LN-2307,Gender-2,Address-3327,City-193,State-1,Zip-158,County-23,Party-5,0
Voter-ID-2393,B-Year-59,SSN-368,DL-1119,FN-943,LN-3390,Gender-2,Address-686,City-90,State-1,Zip-195,County-34,Party-4,0
Voter-ID-3591,B-Year-42,SSN-3336,DL-2541,FN-386,LN-1746,Gender-2,Address-1207,City-185,State-1,Zip-196,County-23,Party-2,1
